# moveID "Title" year "Genres" ImdbID Rating #Raters
173941 "Atomic Blonde" 2017 "Thriller" 2406566 3 1
173355 "Travels of an Ant" 1983 "Animation" 216126 5 1
173307 "The Gracefield Incident" 2015 "Action|Horror|Sci-Fi" 4464394 0.5 1
173291 "Valerian and the City of a Thousand Planets" 2017 "Action|Adventure|Sci-Fi" 2239822 2.875 4
173235 "Tokyo Idols" 2017 "Documentary" 6039532 4.5 1
172887 "Kid's Story" 2003 "Animation|Sci-Fi" 368574 3 1
172875 "A Detective Story" 2003 "Animation|Sci-Fi" 366177 5 1
172583 "Investigation Held by Kolobki" 1986 "Animation" 3066856 5 1
172497 "T2 3-D: Battle Across Time" 1996 "(no genres listed)" 117880 4 1
171759 "The Beguiled" 2017 "Drama|Thriller|Western" 5592248 3 1
170993 "Mini's First Time" 2006 "Comedy|Crime|Drama" 425253 4 1
170937 "Win It All" 2017 "Comedy" 3155328 3 1
170907 "Betting on Zero" 2016 "Documentary" 3762912 4 1
170401 "Table 19" 2017 "Comedy|Drama" 1412528 3 1
170357 "Dave Chappelle: The Age of Spin" 2017 "Comedy" 6648926 4 1
170355 "Mulholland Dr." 1999 "Drama|Mystery|Romance" 1619856 3.75 2
169984 "Alien: Covenant" 2017 "Action|Horror|Sci-Fi|Thriller" 2316204 2.8 5
169912 "Denis Leary: No Cure for Cancer" 1993 "Comedy" 248752 3 2
169180 "American Fable" 2017 "Thriller" 4671002 2.5 1
168846 "Neal Brennan: 3 Mics" 2017 "Comedy" 6438918 4.5 1
168712 "Fifty Shades Darker" 2017 "Drama|Romance" 4465564 1 1
168632 "Bill Burr: Walk Your Way Out" 2017 "Comedy" 6184894 4 1
168612 "Ghost in the Shell" 2017 "Action|Drama|Sci-Fi" 1219827 3.75 2
168456 "Mercury Plains" 2016 "Action|Adventure|Drama" 1753786 2 1
168418 "The Boss Baby" 2017 "Animation|Children|Comedy" 3874544 3.8 5
168366 "Beauty and the Beast" 2017 "Fantasy|Romance" 2771200 3.5 2
168358 "Saturn 3" 1980 "Sci-Fi|Thriller" 79285 2.5 1
168350 "100 Streets" 2016 "Drama" 2990126 2.5 1
168266 "T2: Trainspotting" 2017 "Crime|Drama" 2763304 3.75 4
168252 "Logan" 2017 "Action|Sci-Fi" 3315342 4.28 25
168248 "John Wick: Chapter Two" 2017 "Action|Crime|Thriller" 4425200 4.14286 7
168174 "Jim Gaffigan: Cinco" 2017 "Comedy" 6090102 3 1
168144 "Joe Rogan: Live" 2006 "Comedy" 822818 4 1
168090 "Kizumonogatari II: Passionate Blood" 2016 "Animation|Fantasy|Mystery" 5084196 4 1
168026 "Marvel One-Shot: Agent Carter" 2013 "Action|Adventure|Fantasy|Sci-Fi" 3067038 4 1
167854 "Dana Carvey: Straight White Male, 60" 2016 "Comedy" 6217368 4.5 1
167790 "The Good Boy" 2016 "Children|Comedy|Drama" 5358714 3.5 1
167772 "The Spirit of Christmas" 1995 "Animation|Comedy" 122264 1.5 1
167746 "The Lego Batman Movie" 2017 "Action|Animation|Comedy" 4116284 3.71429 7
167732 "A Street Cat Named Bob" 2016 "Comedy|Drama" 3606888 3.5 1
167706 "Shakespeare Behind Bars" 2005 "Documentary" 368264 2.5 1
167570 "The OA" 2016 "(no genres listed)" 4635282 4 1
167538 "Microwave Massacre" 1983 "Horror" 85937 1 1
167380 "A Dog's Purpose" 2017 "Comedy|Drama" 1753383 4.5 1
167370 "Assassin's Creed" 2016 "Action|Adventure|Sci-Fi" 2094766 2.5 2
167296 "Iron Man" 1931 "Drama" 22002 0.5 1
167064 "I Am Not Your Negro" 2017 "Documentary" 5804038 5 1
167018 "Why Him?" 2016 "Comedy" 4501244 3.125 4
166705 "Fences" 2016 "Drama" 2671706 3 1
166643 "Hidden Figures" 2016 "Drama" 4846340 3.8 10
166635 "Passengers" 2016 "Adventure|Drama|Romance|Sci-Fi" 1355644 3.66667 6
166568 "Miss Sloane" 2016 "Thriller" 4540710 4.5 2
166558 "Underworld: Blood Wars" 2016 "Action|Horror" 3717252 3 1
166534 "Split" 2017 "Drama|Horror|Thriller" 4972582 3.33333 6
179511 "Emerald Green" 2016 "Adventure|Drama|Fantasy|Romance" 4960934 4 1
166528 "Rogue One: A Star Wars Story" 2016 "Action|Adventure|Fantasy|Sci-Fi" 3748528 3.92593 27
166461 "Moana" 2016 "Adventure|Animation|Children|Comedy|Fantasy" 3521164 3.45 10
166291 "A Silent Voice" 2016 "Animation|Drama|Romance" 5323662 4 2
166183 "Junior and Karlson" 1968 "Adventure|Animation|Children" 756316 5 1
166024 "Whiplash" 2013 "(no genres listed)" 2654430 4.75 2
166015 "The African Doctor" 2016 "Comedy|Drama" 5555502 3.5 1
165969 "HyperNormalisation" 2016 "Documentary" 6156350 4 2
165959 "Alesha Popovich and Tugarin the Dragon" 2004 "Animation|Comedy|Drama" 415481 5 1
165947 "The True Memoirs of an International Assassin" 2016 "Action|Comedy" 1542768 3.25 2
165843 "Risk" 2016 "Documentary" 4964772 4 1
165671 "Ice Guardians" 2016 "Documentary" 4431208 4.5 1
165645 "Bad Santa 2" 2016 "Comedy" 1798603 0.5 1
165639 "While You Were Fighting: A Thor Mockumentary" 2016 "Comedy|Fantasy|Sci-Fi" 6016776 3.83333 3
165551 "Lion" 2016 "Drama" 3741834 4.5 1
165529 "Flowers for Algernon" 2000 "Drama" 210044 2 1
165489 "Ethel & Ernest" 2016 "(no genres listed)" 1725969 2.5 1
165483 "Joe Rogan: Triggered" 2016 "Comedy" 6023444 4 1
165347 "Jack Reacher: Never Go Back" 2016 "Action|Crime|Drama|Mystery|Thriller" 3393786 2 1
165343 "The Rocky Horror Picture Show: Let's Do the Time Warp Again" 2016 "Comedy|Horror|Sci-Fi|Thriller" 1267299 1.5 1
165103 "Keeping Up with the Joneses" 2016 "Comedy" 2387499 3.75 2
165101 "Inferno" 2016 "Mystery|Thriller" 3062096 2.875 4
165075 "London Town" 2016 "Drama" 1724597 2.5 1
164917 "13th" 2016 "Documentary" 5895028 4.5 2
164909 "La La Land" 2016 "Comedy|Drama|Romance" 3783958 3.38889 9
164881 "Night Guards" 2016 "Action|Sci-Fi" 5487524 1.5 1
164655 "Gimme Danger" 2016 "Documentary" 1714917 2 1
164647 "Dirty 30" 2016 "Comedy|Romance" 5521550 2.5 1
164375 "All Roads Lead to Rome" 2016 "Comedy" 4119278 1.5 1
164226 "Maximum Ride" 2016 "Action|Adventure|Comedy|Fantasy|Sci-Fi|Thriller" 825283 4.5 1
163981 "31" 2016 "Horror" 3835080 3.5 1
163937 "Blair Witch" 2016 "Horror|Thriller" 1540011 3.5 1
163925 "Wings, Legs and Tails" 1986 "Animation|Comedy" 1350929 5 1
163809 "Over the Garden Wall" 2013 "Adventure|Animation|Drama" 3718778 2.5 1
163653 "David Cross: Making America Great Again" 2016 "Comedy" 5943936 3 1
163527 "Comedy Central Roast of David Hasselhoff" 2010 "Comedy" 1694505 4 1
163386 "Winnie the Pooh and the Day of Concern" 1972 "Animation" 208558 5 1
163134 "Your Name." 2016 "Animation|Drama|Fantasy|Romance" 5311514 4 3
163072 "Winnie Pooh" 1969 "Animation|Children" 211729 5 1
175585 "Shot Caller" 2017 "Action|Crime|Drama|Thriller" 4633690 3.5 1
162602 "The Girl on the Train" 2016 "Thriller" 3631112 4.5 1
162598 "Deepwater Horizon" 2016 "Drama" 1860357 3.5 1
162478 "Masterminds" 2016 "Action|Comedy|Crime" 2461150 4 3
161922 "The Edge of Seventeen" 2016 "Comedy" 1878870 3.25 2
161830 "Body" 2015 "Drama|Horror|Thriller" 3732950 1 1
161594 "Kingsglaive: Final Fantasy XV" 2016 "Action|Adventure|Animation|Drama|Fantasy|Sci-Fi" 5595168 3.5 1
161354 "Batman: The Killing Joke" 2016 "Action|Animation|Crime|Drama" 4853102 3 1
161290 "Vigilante Diaries" 2016 "Action" 3903852 1 1
161131 "War Dogs" 2016 "Comedy" 2005151 3.625 8
161024 "Jim Jefferies: Freedumb" 2016 "Comedy" 5849950 4.5 1
160978 "Hellevator" 2004 "Horror|Sci-Fi" 422370 1 1
160954 "Nerve" 2016 "Drama|Thriller" 3531824 2.625 4
160848 "The Red Turtle" 2016 "Animation" 3666024 4.5 1
160563 "The Legend of Tarzan" 2016 "Action|Adventure" 918940 3.08333 6
160527 "Sympathy for the Underdog" 1971 "Action|Crime|Drama" 66806 4.5 1
160400 "Genius" 2016 "Drama" 1703957 3 1
160289 "O.J.: Made in America" 2016 "Documentary" 5275892 4.5 1
159093 "Now You See Me 2" 2016 "Action|Comedy|Thriller" 3110958 3.63636 11
158966 "Captain Fantastic" 2016 "Drama" 3553976 4.5 5
158398 "World of Glory" 1991 "Comedy" 102083 5 1
157432 "Precious Cargo" 2016 "Action|Crime" 4651410 1 1
157110 "00 Schneider - Jagd auf Nihil Baxter" 1994 "Comedy|Crime" 109000 4.5 1
156781 "Jimmy Carr: Telling Jokes" 2009 "Comedy" 1585985 4 1
156387 "Sing Street" 2016 "Drama" 3544112 3.83333 3
155774 "Neon Bull" 2015 "Adventure" 4899406 3.5 1
155743 "My Big Fat Greek Wedding 2" 2016 "Comedy" 3760922 2 1
155659 "Florence Foster Jenkins" 2016 "Comedy|Drama" 4136084 4 1
155589 "Noin 7 veljestä" 1968 "(no genres listed)" 134854 3 1
168492 "Call Me by Your Name" 2017 "Drama|Romance" 5726616 3.75 4
155509 "Mr. Right" 2016 "Action|Comedy|Romance" 2091935 3.5 3
155358 "Camino" 2016 "Action|Adventure|Thriller" 4991652 2 1
155288 "Eye in the Sky" 2016 "Drama|Thriller|War" 2057392 2.83333 3
155168 "Fraktus" 2012 "Comedy" 1971571 4 1
155064 "The Neon Demon" 2016 "Drama|Horror|Mystery" 1974419 3 2
154975 "Merci Patron !" 2016 "Comedy|Documentary" 5326448 4 1
154358 "The Barkley Marathons: The Race That Eats Its Young" 2015 "Documentary" 2400291 4 1
153408 "Tears for Sale" 2008 "Comedy|Drama|Fantasy" 380249 4 1
153386 "Long Live Ghosts!" 1977 "Children|Comedy|Fantasy" 75703 3 1
153236 "Genius Party" 2007 "Animation" 962762 3 1
153070 "Rabbits" 2002 "Comedy|Drama|Fantasy" 347840 3.5 1
152970 "Hunt for the Wilderpeople" 2016 "Adventure|Comedy" 4698684 4.375 4
152711 "Who Killed Chea Vichea?" 2010 "Documentary" 1276121 5 1
152658 "Santa's Little Helper" 2015 "Children" 4592572 1.5 1
152591 "Ip Man 3" 2015 "Action" 2888046 4 1
152372 "Southbound" 2016 "Horror" 4935334 3.5 1
152284 "War and Peace" 2016 "Drama|Romance" 3910804 3.5 1
152270 "The Wait" 2015 "Drama" 3715122 3.5 1
152105 "Dad's Army" 1971 "Comedy" 66963 4.5 1
152085 "Desierto" 2016 "Drama" 3147312 2.5 1
152083 "Whiskey Tango Foxtrot" 2016 "Comedy|War" 3553442 3.33333 3
152081 "Zootopia" 2016 "Action|Adventure|Animation|Children|Comedy" 2948356 3.89062 32
152079 "London Has Fallen" 2016 "Action|Crime|Thriller" 3300542 2 2
152077 "10 Cloverfield Lane" 2016 "Thriller" 1179933 3.67857 14
152071 "Race" 2016 "Drama" 3499096 1.5 1
152065 "Embrace of the Serpent" 2016 "Adventure|Drama" 4285496 3.5 1
152063 "Gods of Egypt" 2016 "Adventure|Fantasy" 2404233 0.5 1
152037 "Grease Live" 2016 "(no genres listed)" 4366830 2 2
151769 "Three from Prostokvashino" 1978 "Animation" 189160 5 1
151739 "Dirty Grandpa" 2016 "Comedy" 1860213 2.875 4
151695 "The Survivalist" 2015 "Drama|Sci-Fi|Thriller" 2580382 4 1
164540 "Amanda Knox" 2016 "Documentary" 5952332 3.5 1
151557 "Stonewall" 2015 "Drama" 3018070 2.5 1
151455 "Eddie the Eagle" 2016 "Comedy" 1083452 2.83333 3
151317 "Maggie's Plan" 2015 "Comedy" 3471098 2 1
151311 "Wiener-Dog" 2016 "Comedy" 4144190 3 1
150993 "Anacleto: Agente secreto" 2015 "Action|Comedy" 3510480 4 1
150604 "Moonwalkers" 2015 "Comedy" 2718440 2.5 1
150596 "Doctor Who: The Husbands of River Song" 2015 "Comedy|Drama|Sci-Fi" 4701546 4.25 2
150554 "The Love Bug" 1997 "Adventure|Children|Comedy|Fantasy" 119571 5 1
150401 "Close Range" 2015 "Action|Crime" 3511596 3 2
149612 "Swelter" 2014 "Action|Drama|Thriller" 2112277 2 1
149334 "Nocturnal Animals" 2016 "Drama|Thriller" 4550098 3 1
149011 "He Never Died" 2015 "Comedy|Drama|Horror" 2386404 3.5 1
148978 "Blue Exorcist: The Movie" 2012 "Animation|Fantasy|Horror|Mystery" 3028018 4 1
148881 "World of Tomorrow" 2015 "Animation|Comedy" 4171032 4.5 2
148675 "North Pole: Open For Christmas" 2015 "Children|Fantasy" 4843046 2 1
148671 "Saw" 2003 "Crime|Horror" 495241 4.5 2
148667 "John Mulaney: The Comeback Kid" 2015 "Comedy" 5069564 3.5 1
148632 "Applesauce" 2015 "Comedy" 4270878 4.5 1
148172 "The 5th Wave" 2016 "Adventure|Sci-Fi|Thriller" 2304933 2.5 2
147382 "Doctor Who: Voyage Of The Damned" 2007 "Action|Sci-Fi" 1061123 4.5 3
147380 "Doctor Who: The Next Doctor" 2008 "Adventure|Children|Drama|Sci-Fi" 1321969 2.875 4
147372 "Doctor Who: Last Christmas" 2014 "Adventure|Drama|Fantasy|Sci-Fi" 4050552 3.75 2
147328 "The Adventures of Sherlock Holmes and Dr. Watson: Bloody Signature" 1979 "Crime" 80263 5 1
147326 "The Adventures of Sherlock Holmes and Doctor Watson: King of Blackmailers" 1980 "Crime|Mystery" 459944 5 1
147282 "What Men Still Talk About" 2011 "Comedy" 1863347 4 1
146986 "Le Maître d'école" 1981 "Comedy" 82726 4 1
146688 "Solace" 2015 "Fantasy|Mystery|Thriller" 1291570 2 1
146028 "The Adventures of Sherlock Holmes and Dr. Watson: The Hound of the Baskervilles" 1981 "Crime|Mystery" 83100 4 1
145935 "Peanuts Movie, The" 2015 "Adventure|Animation|Children|Comedy" 2452042 1.5 1
145839 "Concussion" 2015 "Drama" 3322364 2.5 3
145724 "Idaho Transfer" 1973 "Sci-Fi" 71647 0.5 1
144714 "The Perfect Guy" 2015 "Drama|Thriller" 3862750 1.5 1
144522 "Sky High" 2003 "Action|Horror|Thriller" 398563 2 1
143472 "Into the Grizzly Maze" 2015 "Action|Horror|Thriller" 1694021 1.5 1
143385 "Bridge of Spies" 2015 "Drama|Thriller" 3682448 3.4375 8
143367 "Silence" 2016 "Drama|Thriller" 490215 3.75 2
142602 "F*ck You, Goethe 2" 2015 "Comedy" 3702996 1 1
142598 "Last Shift" 2014 "Horror" 2965466 4 1
142550 "Ryuzo and the Seven Henchmen" 2015 "Action|Comedy" 4176776 4.5 1
142536 "Burnt" 2015 "Drama" 2503944 2 3
142509 "Hardcore Henry" 2015 "Action|Adventure|Sci-Fi" 3072482 3.75 2
142507 "Pawn Sacrifice" 2015 "Drama" 1596345 2.5 1
142448 "Everest" 2015 "Adventure|Drama|Thriller" 2719848 3.08333 6
142444 "The Editor" 2015 "Comedy|Horror|Mystery" 3067274 5 1
142424 "Into the Forest" 2015 "Drama|Sci-Fi" 2625810 2 1
142422 "The Night Before" 2015 "Comedy" 3530002 4.25 4
142420 "High Rise" 2015 "Action|Drama|Sci-Fi" 462335 3 2
142372 "Our Brand Is Crisis" 2015 "Comedy|Drama" 1018765 2.75 2
181315 "Phantom Thread" 2017 "Drama|Romance" 5776858 3.5 1
142366 "Cigarette Burns" 2005 "Horror|Thriller" 643109 3 1
142222 "Demolition" 2016 "Drama" 1172049 3.125 4
142196 "Cornered!" 2009 "Comedy|Horror" 1151911 4.5 1
142115 "The Blue Planet" 2001 "Documentary" 296310 4.75 2
142074 "Knock Knock" 2015 "Crime|Horror|Thriller" 3605418 1.5 1
142020 "Oscar" 1967 "Comedy" 62083 5 1
141866 "Green Room" 2015 "(no genres listed)" 4062536 3.33333 3
141846 "Steve Jobs: The Man in the Machine" 2015 "Documentary" 4425064 4 1
141844 "12 Chairs" 1971 "Adventure|Comedy" 65670 4.5 1
141820 "Old Men: Robbers" 1971 "Comedy" 67789 4 1
141818 "Ordinary Miracle" 1978 "Comedy|Drama|Fantasy|Romance" 186408 4.5 1
141816 "12 Chairs" 1976 "Adventure|Comedy" 75468 5 1
141810 "Autumn Marathon" 1979 "Comedy|Drama" 79679 4 1
141799 "Cooties" 2015 "Comedy|Horror" 2490326 3.5 1
141718 "Deathgasm" 2015 "Comedy|Horror" 3705412 5 1
141688 "Legend" 2015 "Crime|Thriller" 3569230 3.5 2
167634 "Fist Fight" 2017 "Comedy" 3401882 4.5 1
141668 "War Room" 2015 "Drama" 3832914 0.5 1
141544 "Turbo Kid" 2015 "Action|Adventure|Sci-Fi" 3672742 3.5 3
141513 "Fort Tilden" 2014 "Comedy" 3457734 4 1
141422 "Suffragette" 2015 "Drama" 3077214 2.5 1
141408 "Scouts Guide to the Zombie Apocalypse" 2015 "Action|Comedy|Horror" 1727776 3.75 2
141400 "Invincible Shaolin" 1978 "Action" 77973 4 1
141131 "Guardians" 2016 "(no genres listed)" 4600952 2.5 1
140928 "Joy" 2015 "Comedy|Drama" 2446980 3.2 5
140852 "964 Pinocchio" 1991 "Horror|Sci-Fi" 225009 1 1
140850 "Every Secret Thing" 2014 "Crime|Drama|Mystery|Thriller" 1706598 2 1
140816 "Tangerine" 2015 "Comedy|Drama" 3824458 4.5 1
140737 "The Lost Room" 2006 "Action|Fantasy|Mystery" 830361 3.5 1
140725 "Cop Car" 2015 "Crime|Thriller" 3813310 3.5 2
140715 "Straight Outta Compton" 2015 "Drama" 1398426 4.21429 7
140711 "American Ultra" 2015 "Action|Comedy|Sci-Fi|Thriller" 3316948 2.66667 6
140627 "Battle For Sevastopol" 2015 "Drama|Romance|War" 4084744 5 1
140541 "The Electric Hotel" 1908 "Animation|Comedy|Sci-Fi" 516 4 1
140523 "Visit, The" 2015 "Comedy|Horror" 3567288 3.5 1
140481 "Family Guy Presents: Something, Something, Something, Dark Side" 2009 "Animation|Comedy|Sci-Fi" 1329665 4.5 1
140359 "Doctor Who: The Waters of Mars" 2009 "Adventure|Children|Sci-Fi" 1413314 4 4
140289 "Men & Chicken" 2015 "Comedy|Drama" 3877674 4 1
140267 "The Witch" 2015 "Horror" 4263482 4 1
140247 "The Gift" 2015 "Drama|Horror" 4178092 3.25 4
166203 "Sapphire Blue" 2014 "Adventure|Children|Fantasy|Sci-Fi" 3260022 4 1
140237 "The Runner" 2015 "Drama" 3687398 2 1
140174 "Room" 2015 "Drama" 3170832 3.5625 8
140162 "Love" 2015 "Drama|Romance" 3774694 4.5 1
140133 "Hollywood Chainsaw Hookers" 1988 "Comedy|Horror" 95312 5 1
140110 "The Intern" 2015 "Comedy" 2361509 3.65385 13
140038 "Madly in Love" 1981 "Comedy" 82562 4.5 1
140016 "Always Watching: A Marble Hornets Story" 2015 "Horror" 2737926 2 1
139915 "How to Make Love Like an Englishman" 2014 "Comedy|Romance" 1725986 2.25 2
139859 "Ghost in the Shell Arise - Border 2: Ghost Whispers" 2013 "Action|Animation|Sci-Fi|Thriller" 3017864 2.5 1
139857 "Colonia" 2016 "Thriller" 4005402 1.5 1
139747 "Before We Go" 2014 "Romance" 443465 3.5 1
139644 "Sicario" 2015 "Crime|Drama|Mystery" 3397884 3.54545 11
139640 "Ooops! Noah is Gone..." 2015 "Animation" 3411432 5 1
139511 "Exte: Hair Extensions" 2007 "Horror" 904049 3 1
139385 "The Revenant" 2015 "Adventure|Drama" 1663202 3.90323 31
139157 "Massu Engira Maasilamani" 2015 "Comedy|Horror|Thriller" 4328798 4.5 1
139130 "Afro Samurai" 2007 "Action|Adventure|Animation|Drama|Fantasy" 465316 2.5 1
139052 "Dark Places" 2015 "Drama|Mystery|Thriller" 2402101 2 1
138966 "Nasu: Summer in Andalusia" 2003 "Animation" 382868 5 1
138702 "Feast" 2014 "Animation|Children|Comedy|Drama|Romance" 3689498 3 1
138632 "Tokyo Tribe" 2014 "Action|Crime|Drama|Sci-Fi" 2808986 5 1
138610 "The Gallows" 2015 "Horror|Thriller" 2309260 1.5 1
138186 "Sorrow" 2015 "Crime|Drama|Horror" 2140423 0.5 1
137859 "Dragon Ball Z Gaiden: The Plot to Destroy the Saiyans" 1993 "Action|Adventure|Animation" 1286785 4 1
137595 "Magic Mike XXL" 2015 "Comedy|Drama" 2268016 4 1
137345 "That Demon Within" 2014 "Crime|Thriller" 3511542 2 1
137337 "Amy" 2015 "Documentary" 2870648 3.5 4
136958 "Mortuary" 1983 "Horror" 87746 2 1
136859 "The Lovers" 2015 "Action|Adventure|Romance|Sci-Fi" 1321869 1.5 1
136786 "Careful What You Wish For" 2015 "Thriller" 1629242 1.5 1
136664 "Wild Horses" 2015 "Crime|Drama" 4442130 1 1
136654 "The Face of an Angel" 2015 "Drama" 2967008 1.5 1
136556 "Kung Fu Panda: Secrets of the Masters" 2011 "Animation|Children" 1980162 5 1
136511 "Jeff Dunham: All Over the Map" 2014 "Comedy" 4209802 2 1
136503 "Tom and Jerry: Shiver Me Whiskers" 2006 "Animation|Children|Comedy" 808508 5 1
136471 "Kevin Hart: Laugh at My Pain" 2011 "Comedy|Documentary" 1999192 3.5 1
136443 "Gabriel Iglesias: Hot and Fluffy" 2007 "Comedy" 1082588 1.5 1
136359 "Scooby-Doo Goes Hollywood" 1979 "Animation|Children|Comedy" 191423 5 1
136355 "Big Top Scooby-Doo!" 2012 "Animation|Children|Comedy" 2235542 5 1
136341 "Scooby-Doo! and the Samurai Sword" 2009 "Animation|Children|Comedy" 1421378 5 1
136305 "Sharknado 3: Oh Hell No!" 2015 "Horror|Sci-Fi" 3899796 1 2
136297 "Mortal Kombat: The Journey Begins" 1995 "Action|Animation" 363828 0.5 1
136020 "Spectre" 2015 "Action|Adventure|Crime" 2379713 3.05882 17
135815 "The Magnificent Ruffians" 1979 "Action|Drama" 79043 4 1
135803 "Five Element Ninjas" 1982 "Action" 84921 3.5 1
135569 "Star Trek Beyond" 2016 "Action|Adventure|Sci-Fi" 2660888 3.46667 15
135532 "The Last Witch Hunter" 2015 "Action|Adventure|Fantasy" 1618442 3.33333 3
135456 "Ghost in the Shell: Stand Alone Complex - The Laughing Man" 2005 "Action|Animation|Crime|Sci-Fi" 1024215 3.25 2
135198 "The Hairdresser" 2010 "Comedy|Drama" 1585255 4 1
134861 "Trevor Noah: African American" 2013 "(no genres listed)" 3043546 2.5 1
